##Id	NextId	NodeType	SpeakerName	DialogText	CharacterActionsJson	ChoicesJson	TargetGraphName	RewardsJson	BgmPath	SePath	PerformanceKey	BackgroundPath	VoicePath	HideDialoguePanel
##int	int	int	string	string	string	string	string	string	string	string	string	string	string	bool
##编号	下一句ID	类型(0对话1选项2跳转3奖励)	说话人	台词	动作配置	选项配置	目标图名称	奖励配置	背景音乐	音效	动画效果Key	背景图	语音	隐藏对话框
10140	10141	0		你扬了扬下巴，示意她看向不远处，两名保安正握着对讲机，快步朝骚动的方向跑来。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10141	10142	0	主控名	专业的事，交给专业的人去做。我们就算冲上去，也大概无济于事。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10142	10143	0		她看着里三层外三层冷漠围观的人群，又看了看坚定的你，肩膀微微一塌，停下了脚步。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/许映月/许映月认真.png","OffsetX":0.0,"OffsetY":-270.0,"Scale":2.5}]}									0
10143	10144	0		你们还是站在盲盒店的货架前，但先前的雀跃与兴致，显然已经被那阵沉闷的骚动彻底冲散。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10144	10145	0		许映月的手无意识地摆弄着盲盒，眼神却频频飘向门外。	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/许映月/许映月认真.png","OffsetX":0.0,"OffsetY":-270.0,"Scale":2.5}]}									0
10145	10146	0	主控名	别想了。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服闭眼无表情.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10146	10147	0		你轻轻拍了拍她的肩膀，像是在安抚她，又像是在说服自己。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10147	10148	0	主控名	如今这个社会，明哲保身才是正确的选择。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10148	10149	0		许映月低低地叹了口气，没有开口反驳。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10149	10150	0		那天下午，你们还去吃了原定计划里的冰淇淋，但直到晚上各回各家，一向叽叽喳喳的许映月都出奇的沉默。										0
10150	10151	0		夜晚，你洗完澡带着一身水汽走出浴室。								Assets/GameMain/Art/Backgrounds/居家/家-夜晚.png		0
10151	10152	0		拿起茶几上的手机时，屏幕上正好跳出温叙的消息：										0
10152	10153	0	温叙	抱歉打扰，我的母亲出了些状况，近期的宣传活动恐怕需要延期。										0
10153	10154	0		事情发生的突然，无法趁热打铁固然惋惜，但职业素养让你没有过多探究，只是迅速递出了回应：										0
10154	10155	0	主控名	没关系的，工作的事不急。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控睡衣无表情.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10155	10156	0	主控名	您先安心处理家里的事，如果有什么需要我帮忙的地方，随时开口。										0
10156	10157	0	温叙	感谢理解。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10157	10158	0		他终究没有找你帮忙。								Assets/GameMain/Art/Backgrounds/居家/黑色.png		0
10158	10159	0		反倒是你因为担心宣传进度，主动联系过他几次，但他都以自己能处理的理由推拒了。										0
10159	10160	0		大概是察觉了你的焦急，他也给出了一个模糊的时间范围，承诺只要熬过这段时间，就会尽快归来履约。										0
10160	10161	0		……										0
10161	10162	0		深夜，温叙刚照料母亲歇下，自己则坐在病床边的坐椅上，连日的劳累和少眠让他的精神剧烈波动。	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/温叙/温叙白衫常规.png","OffsetX":0.0,"OffsetY":-450.0,"Scale":2.5}]}							Assets/GameMain/Art/Backgrounds/医院/医院.png		0
10162	10163	0		他打开手机，聊天界面还停留在和你的对话，屏幕的冷光映照着他憔悴不堪的脸。										0
10163	10164	0		他反复咀嚼着你那句“有什么需要我帮忙的地方，随时开口”，最终还是什么都没有发。										0
10164	10165	0		他怎么会不想找你呢？	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10165	10166	0		在母亲被推进抢救室，医生下病危通知书的那个下午，他站在手术室门口，如坠冰窟。										0
10166	10167	0		他已经太久没有品味过这般绝望，这些年的生活早已软化了他的意志，让他在那一刻溃不成军。										0
10167	10168	0		他的心底只剩下最原始的懦弱与无助，只想拨通那个烂熟于心的号码，让你来替他做决定，哪怕只是听一听声音也好。										0
10168	10169	0		他甚至已经点开了电话联系人，手指都放在了拨号键上。										0
10169	10170	0		可最后临门一脚，他还是放弃了。										0
10170	10171	0		他怎么能让你看到他这么狼狈的样子？怎么能把你拖进这一团糟的生活里？										0
10171	10172	0		所以，他只能将吞下软弱，一遍遍地催眠自己：再撑一撑，撑一撑就好了。										0
10172	10173	0		等一切尘埃落定，他依然能像以前一样，从容不迫地与你并肩同行。										0
10173	10174	0		为了保持体面，他亲手推开了你的善意。										0
10174	0	0		而你，也在这条命运分岔的轨道上，无从得知他的狼狈与苦痛。										0
10175	10176	0	主控名	我有办法。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10176	10177	0		你随手将掂了半天的盲盒放回货架，转头与许映月对视一眼。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/许映月/许映月认真.png","OffsetX":0.0,"OffsetY":-270.0,"Scale":2.5}]}									0
10177	10178	0		无需多言，你们都在对方眼中看到了无法置身事外的坚定。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10178	10179	0		许映月本就是个风风火火的性子，此刻更是化身开路先锋。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10179	10180	0		她拉着你的手，灵活得像条鱼一样在人群里左冲右突，										0
10180	10181	0		硬生生从密不透风的人墙中劈开一条路，转眼就带着你冲到了最前方。										0
10181	10182	0		老妇人卧倒在冰冷的地砖上，双目紧闭，呼吸微弱。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}							Assets/GameMain/Art/Backgrounds/商场/商场老人.png		0
10182	10183	0		你心里一沉，晕厥倒地十有八九会磕到后脑，此时任何不当的搬动都可能酿成无法挽回的后果。										0
10183	10184	0		围观的人都远远站着，没人敢贸然移动老人，也没人愿意主动搭把手。										0
10184	10185	0		危急关头，你脑海中掠过关于打破 “旁观者效应” 的心理学常识。										0
10185	10186	0		在群体事件中，泛泛地呼救只会被互相推诿，必须精确到个人。										0
10186	10187	0		你带着能镇住全场的气势，视线依次扫过几位看上去面色和善些的旁观者：										0
10187	10188	0	主控名	穿黄色衬衣的那位女士！麻烦你现在立刻打120，地址报天环商场一楼中庭！	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10188	10189	0	主控名	戴黑框眼镜的先生！请你跑一趟服务台叫保安过来！										0
10189	10190	0	主控名	在场有没有人是医生或者护士？这里有老人突发晕厥，急需专业判断！										0
10190	10191	0		被指明发派任务的两人仅仅是愣了一下，几乎是条件反射般地掏出手机、转身狂奔。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10191	10192	0		与此同时，人群外围有人高喊：										0
10192	10193	0	路人	让让，让让！我是内科医生！	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/NPC/路人4.png","OffsetX":0.0,"OffsetY":-200.0,"Scale":2.0}]}									0
10193	10194	0		一个穿黑衬衫的男人焦急地挤了进来，你立刻侧身让出施救空间，同时继续控场：										0
10194	10195	0	主控名	大家配合一下往后退！保持空气流通！	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服严肃.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10195	10196	0		万幸商场马路对面就是医院，仅仅过去三分钟，就有医护人员抬着担架冲了进来。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10196	10197	0		大家齐心协力，将老人平稳地转移上车，救护车绝尘而去，凝滞的空气重新流动。										0
10197	10198	0		人群渐渐散去，你和许映月也做好事不留名地悄悄离开。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服微笑.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0},{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/许映月/许映月常规.png","OffsetX":0.0,"OffsetY":-270.0,"Scale":2.5}]}							Assets/GameMain/Art/Backgrounds/商场/商场.png		0
10198	10199	0		经历了这么惊心动魄的一遭，逛街的兴致早就飞到了九霄云外。										0
10199	10200	0		两人只觉得饥肠辘辘、脚步虚浮，直奔附近常去的那家咖啡·简餐店。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}							Assets/GameMain/Art/Backgrounds/大地图.png		0
10200	10201	0		饭桌上，你们一边扒着饭，一边笑闹着互相吹捧彼此的英勇表现。								Assets/GameMain/Art/Backgrounds/商场/咖啡店.png		0
10201	10202	0		许映月手舞足蹈地模仿着你指挥人群的样子，逗得你差点把饭喷出来。	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/许映月/许映月微笑.png","OffsetX":0.0,"OffsetY":-270.0,"Scale":2.5}]}									0
10202	10203	0		正闹着呢，你们的共友突然打来电话，语气激动：	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10203	10204	0	朋友	你们可真行啊，看看热搜吧两位大红人！										0
10204	10205	0		你们俩对视一眼，赶紧掏出手机刷热搜。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服微笑.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0},{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/许映月/许映月常规.png","OffsetX":0.0,"OffsetY":-270.0,"Scale":2.5}]}									0
10205	10206	0		好嘛，“天环商场上演教科书式救援”直接挂在热搜第一，后面还跟着个明晃晃的“爆”字。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10206	10207	0		点进去一看，原来是围观的路人把当时救援的视频发了出去。										0
10207	10208	0		视频里，许映月拨开人群、你分配任务的画面，迅速被各大媒体号转发，网友们纷纷在底下点赞评论。										0
10208	10209	0		而此时，医院空荡冷清的走廊里。								Assets/GameMain/Art/Backgrounds/医院/医院.png		0
10209	10210	0		温叙靠在墙上，屏幕的幽光映着他疲惫的脸。	{"actions":[{"CharacterName":"","ActionType":0,"Position":1,"SpritePath":"Assets/GameMain/Art/New Characters/温叙/温叙白衫常规.png","OffsetX":0.0,"OffsetY":-450.0,"Scale":2.5}]}									0
10210	10211	0		他一遍又一遍地循环播放着热搜视频，看着画面里那个在危难关头挺身而出的你，										0
10211	10212	0		心底那些压抑了九年的、名为爱意与贪恋的情绪，正以一种排山倒海的姿态翻涌，再也无法被理智压制。										0
10212	10213	0		他盯着和你的对话框，不再犹豫：										0
10213	10214	0	温叙	抱歉这么晚打扰你，我刚刚刷到了今天商场救援的视频，才知道是你们救了我母亲。	{"actions":[{"CharacterName":"","ActionType":1,"Position":1,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10214	10215	0	温叙	今天的事万分感谢，如果不是你组织大家帮忙，我真的不敢想会发生什么……										0
10215	10216	0	温叙	医生说送医非常及时，母亲已经脱离危险了，是你们抢回了最宝贵的黄金时间。										0
10216	10217	0	温叙	等她情况稍微稳定，请务必给我一个机会，当面向你和你的朋友道谢。										0
10217	10218	0		你也没想到随手救下的竟是温叙的妈妈，有些讶异。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服惊讶.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10218	10219	0		但转念又觉得，这世界有时候就是这么奇妙，看似毫无交集的人和事，总会在某个节点不期而遇。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0},{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服无表情.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10219	10220	0	主控名	叙闻老师不用这么客气，我们只是做了应该做的事。										0
10220	10221	0	主控名	阿姨没事就太好了，你这段时间肯定很辛苦，一定要照顾好自己，当面道谢就不必了。										0
10221	10222	0	温叙	不，这对我来说意义重大，请务必给我这个机会。等我母亲情况稳定一些，我再联系你们。	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10222	10223	0		你看着他坚持的语气，也不好再推辞。										0
10223	10224	0	主控名	好，那您先忙。	{"actions":[{"CharacterName":"","ActionType":0,"Position":0,"SpritePath":"Assets/GameMain/Art/New Characters/女主/主控常服闭眼无表情.png","OffsetX":-210.0,"OffsetY":-600.0,"Scale":2.0}]}									0
10224	0	0		……	{"actions":[{"CharacterName":"","ActionType":1,"Position":0,"SpritePath":"","OffsetX":0.0,"OffsetY":0.0,"Scale":0.0}]}									0
10225	0	1				{"Choices":[{"ChoiceText":"人命关天，犹豫不得","NextId":10015,"Conditions":[],"Rewards":[{"Type":0,"NpcId":"06","Value":10,"ItemId":""}]},{"ChoiceText":"急中生智，齐心协力","NextId":10175,"Conditions":[],"Rewards":[{"Type":0,"NpcId":"06","Value":12,"ItemId":""}]},{"ChoiceText":"事不关己，远离人群","NextId":10130,"Conditions":[],"Rewards":[{"Type":0,"NpcId":"06","Value":5,"ItemId":""}]}]}								
10226	0	1				{"Choices":[{"ChoiceText":"反握住他的手，轻声安抚","NextId":10112,"Conditions":[],"Rewards":[{"Type":0,"NpcId":"06","Value":5,"ItemId":""}]},{"ChoiceText":"冷静地抽回手，递给他纸巾","NextId":10074,"Conditions":[],"Rewards":[{"Type":0,"NpcId":"06","Value":3,"ItemId":""}]}]}								
